MUNCODMUN;"MUNNOMMUN";CALCODCAL;"CALCODSIG";"CALNOMCAL";"CALNOMCOR"
44;"OVIEDO                                            ";346;"CALLE";"PADRE FERRERO                                     ";"PADRE FERRERO            "
44;"OVIEDO                                            ";641;"CALLE";"PADRE FLORENCIO                                   ";"PADRE FLORENCIO          "
44;"OVIEDO                                            ";347;"CALLE";"PADRE SUAREZ                                      ";"PADRE SUAREZ             "
44;"OVIEDO                                            ";348;"CALLE";"PADRE VINJOY                                      ";"PADRE VINJOY             "
44;"OVIEDO                                            ";1741;"LUGAR";"PADRUN EL                                         ";"PADRUN EL                "
44;"OVIEDO                                            ";349;"CALLE";"PALACIO VALDES                                    ";"PALACIO VALDES           "
44;"OVIEDO                                            ";577;"CALLE";"PALMIRA VILLA GONZALEZ-RIO                        ";"PALMIRA VILLA GLEZ-RIO   "
44;"OVIEDO                                            ";3312;"LUGAR";"PANDIELLA LA                                      ";"PANDIELLA LA             "
44;"OVIEDO                                            ";351;"AVDA ";"PANDO DE                                          ";"PANDO DE                 "
44;"OVIEDO                                            ";3615;"LUGAR";"PANDO EL                                          ";"PANDO EL                 "
44;"OVIEDO                                            ";2201;"LUGAR";"PANDO PICAYO                                      ";"PANDO PICAYO             "
44;"OVIEDO                                            ";3502;"LUGAR";"PANDO-CACES                                       ";"PANDO-CACES              "
44;"OVIEDO                                            ";663;"PSAJE";"PARADA DE POSTAS                                  ";"PARADA DE POSTAS         "
44;"OVIEDO                                            ";599;"PLAZA";"PARAGUAS                                          ";"PARAGUAS                 "
44;"OVIEDO                                            ";353;"CALLE";"PARAISO                                           ";"PARAISO                  "
44;"OVIEDO                                            ";4036;"CALLE";"PARRES                                            ";"PARRES                   "
44;"OVIEDO                                            ";3332;"LUGAR";"PASADA LA                                         ";"PASADA LA                "
44;"OVIEDO                                            ";3320;"CALLE";"PAULINO GARCIA                                    ";"PAULINO GARCIA           "
44;"OVIEDO                                            ";354;"CALLE";"PAULINO VICENTE                                   ";"PAULINO VICENTE          "
44;"OVIEDO                                            ";355;"PLAZA";"PAZ DE LA                                         ";"PAZ DE LA                "
44;"OVIEDO                                            ";2842;"LUGAR";"PEDREGAL                                          ";"PEDREGAL                 "
44;"OVIEDO                                            ";2539;"LUGAR";"PEDREO                                            ";"PEDREO                   "
44;"OVIEDO                                            ";3007;"LUGAR";"PEDRERA LA                                        ";"PEDRERA LA               "
44;"OVIEDO                                            ";356;"CALLE";"PEDRO ANTONIO MENENDEZ                            ";"PEDRO ANTONIO MENENDEZ   "
44;"OVIEDO                                            ";546;"CALLE";"PEDRO CARAVIA                                     ";"PEDRO CARAVIA            "
44;"OVIEDO                                            ";4157;"PLAZA";"PEDRO GONZALEZ LOPEZ                              ";"PEDRO GONZALEZ LOPEZ     "
44;"OVIEDO                                            ";357;"AVDA ";"PEDRO MASAVEU                                     ";"PEDRO MASAVEU            "
44;"OVIEDO                                            ";4169;"CALLE";"PEDRO MATEO                                       ";"PEDRO MATEO              "
44;"OVIEDO                                            ";358;"PLAZA";"PEDRO MIÑOR                                       ";"PEDRO MIÑOR              "
44;"OVIEDO                                            ";2102;"LUGAR";"PEDRUÑO                                           ";"PEDRUÑO                  "
44;"OVIEDO                                            ";359;"CALLE";"PELAYO                                            ";"PELAYO                   "
44;"OVIEDO                                            ";360;"PASEO";"PENSIONISTAS DE LOS                               ";"PENSIONISTAS DE LOS      "
44;"OVIEDO                                            ";1403;"LUGAR";"PEÑA EL FUELLE                                    ";"PEÑA EL FUELLE           "
44;"OVIEDO                                            ";1109;"LUGAR";"PEÑA NORA                                         ";"PEÑA NORA                "
44;"OVIEDO                                            ";361;"CALLE";"PEÑA SANTA DE ENOL                                ";"PEÑA SANTA DE ENOL       "
44;"OVIEDO                                            ";362;"CALLE";"PEÑA UBIÑA                                        ";"PEÑA UBIÑA               "
44;"OVIEDO                                            ";1817;"LUGAR";"PEÑAS LAS-CERDEÑO                                 ";"PEÑAS LAS-CERDEÑO        "
44;"OVIEDO                                            ";3326;"CALLE";"PEÑASCA LA                                        ";"PEÑASCA LA               "
44;"OVIEDO                                            ";595;"LUGAR";"PEÑEO PALAIS                                      ";"PEÑEO PALAIS             "
44;"OVIEDO                                            ";363;"PSAJE";"PEÑEOS LOS                                        ";"PEÑEOS LOS               "
44;"OVIEDO                                            ";742;"CALLE";"PEPE COSMEN                                       ";"PEPE COSMEN              "
